"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","ERR026473","ERR026474","ERR026478","ERR026481","ERR026482","ERR029206","ERR029207"
"plsB1_1","","Putative acyltransferase plsB1","7","7","1","10","71","","","","920","920","920","IABJFMEL_00371","FNKIIBCC_00331","KLCLGNMD_01044","LJFBHMDO_01470","FJKEEGCC_01327","LCKBFCAL_00767","GLGINFII_00960"
"hisI","","Phosphoribosyl-AMP cyclohydrolase","7","7","1","6","108","","","","347","347","347","IABJFMEL_01038","FNKIIBCC_00916","KLCLGNMD_01310","LJFBHMDO_01212","FJKEEGCC_00933","LCKBFCAL_01234","GLGINFII_01925"
"group_2900","","hypothetical protein","7","7","1","17","21","","","","449","449","449","IABJFMEL_01252","FNKIIBCC_01080","KLCLGNMD_01538","LJFBHMDO_03308","FJKEEGCC_03387","LCKBFCAL_01567","GLGINFII_01827"
"group_2901","","35 kDa protein","7","7","1","6","142","","","","257","257","257","IABJFMEL_01004","FNKIIBCC_00951","KLCLGNMD_01275","LJFBHMDO_01246","FJKEEGCC_00968","LCKBFCAL_01200","GLGINFII_01960"
"group_2902","","hypothetical protein","7","7","1","4","96","","","","359","359","359","IABJFMEL_03774","FNKIIBCC_02808","KLCLGNMD_00530","LJFBHMDO_02618","FJKEEGCC_02463","LCKBFCAL_01588","GLGINFII_00346"
"espB","","ESX-1 secretion-associated protein EspB","7","7","1","25","49","","","","1382","1382","1382","IABJFMEL_01762","FNKIIBCC_03845","KLCLGNMD_02182","LJFBHMDO_02221","FJKEEGCC_03810","LCKBFCAL_02257","GLGINFII_02431"
"fmt","","Methionyl-tRNA formyltransferase","7","7","1","6","46","","","","938","938","938","IABJFMEL_02088","FNKIIBCC_02049","KLCLGNMD_02479","LJFBHMDO_01141","FJKEEGCC_02245","LCKBFCAL_02551","GLGINFII_02679"
"group_2905","","Cytochrome P450 121","7","7","1","2","273","","","","1190","1190","1190","IABJFMEL_00588","FNKIIBCC_00537","KLCLGNMD_00303","LJFBHMDO_01905","FJKEEGCC_01740","LCKBFCAL_00084","GLGINFII_00255"
"group_2906","","putative PPE family protein PPE37","7","7","1","42","6","","","","530","530","530","IABJFMEL_03349","FNKIIBCC_03700","KLCLGNMD_03498","LJFBHMDO_03385","FJKEEGCC_03458","LCKBFCAL_03552","GLGINFII_03592"
"group_2907","","hypothetical protein","7","7","1","7","73","","","","1559","1559","1559","IABJFMEL_00282","FNKIIBCC_00744","KLCLGNMD_00829","LJFBHMDO_00325","FJKEEGCC_00450","LCKBFCAL_00366","GLGINFII_00678"
"valS","","Valine--tRNA ligase","7","7","1","5","28","","","","2630","2630","2630","IABJFMEL_01162","FNKIIBCC_01002","KLCLGNMD_01448","LJFBHMDO_01514","FJKEEGCC_00375","LCKBFCAL_02467","GLGINFII_01562"
"group_2909","","hypothetical protein","7","7","1","12","12","","","","203","203","203","IABJFMEL_00679","FNKIIBCC_00626","KLCLGNMD_01417","LJFBHMDO_00794","FJKEEGCC_00822","LCKBFCAL_01002","GLGINFII_01294"
"group_2910","","hypothetical protein","7","7","1","4","60","","","","491","491","491","IABJFMEL_02779","FNKIIBCC_00493","KLCLGNMD_00416","LJFBHMDO_00572","FJKEEGCC_00703","LCKBFCAL_00834","GLGINFII_00460"
"pbpX","","Putative penicillin-binding protein PbpX","7","7","1","36","22","","","","1280","1280","1280","IABJFMEL_02931","FNKIIBCC_02942","KLCLGNMD_03134","LJFBHMDO_03015","FJKEEGCC_03035","LCKBFCAL_03285","GLGINFII_03345"
"mazG","","Nucleoside triphosphate pyrophosphohydrolase","7","7","1","19","57","","","","980","980","980","IABJFMEL_02163","FNKIIBCC_02312","KLCLGNMD_01595","LJFBHMDO_01302","FJKEEGCC_01161","LCKBFCAL_01772","GLGINFII_01883"
"hspX_1","","Alpha-crystallin","7","7","1","1","144","","","","479","479","479","IABJFMEL_03017","FNKIIBCC_02142","KLCLGNMD_00175","LJFBHMDO_00027","FJKEEGCC_00136","LCKBFCAL_02287","GLGINFII_00137"
"group_2914","","putative aminotransferase","7","7","1","45","10","","","","1316","1316","1316","IABJFMEL_03440","FNKIIBCC_03431","KLCLGNMD_03560","LJFBHMDO_03454","FJKEEGCC_03497","LCKBFCAL_03663","GLGINFII_03670"
"mprB","","Signal transduction histidine-protein kinase/phosphatase MprB","7","7","1","19","5","","","","1514","1514","1514","IABJFMEL_03234","FNKIIBCC_03237","KLCLGNMD_01554","LJFBHMDO_01261","FJKEEGCC_01120","LCKBFCAL_01813","GLGINFII_01842"
"relF","","Antitoxin RelF","7","7","1","9","108","","","","281","281","281","IABJFMEL_03052","FNKIIBCC_03040","KLCLGNMD_03202","LJFBHMDO_01029","FJKEEGCC_01103","LCKBFCAL_03233","GLGINFII_03310"
"group_2917","","HTH-type transcriptional regulator","7","7","1","36","15","","","","230","230","230","IABJFMEL_02938","FNKIIBCC_02949","KLCLGNMD_03141","LJFBHMDO_03008","FJKEEGCC_03028","LCKBFCAL_03278","GLGINFII_03338"
"group_2918","","hypothetical protein","7","7","1","24","13","","","","278","278","278","IABJFMEL_01988","FNKIIBCC_02100","KLCLGNMD_02405","LJFBHMDO_02449","FJKEEGCC_02192","LCKBFCAL_02431","GLGINFII_02601"
"cyaB_4","","Adenylate cyclase 2","7","7","1","52","11","","","","1571","1571","1571","IABJFMEL_03955","FNKIIBCC_03373","KLCLGNMD_03946","LJFBHMDO_03947","FJKEEGCC_03929","LCKBFCAL_03950","GLGINFII_03952"
"group_2920","","hypothetical protein","7","7","1","22","7","","","","374","374","374","IABJFMEL_01494","FNKIIBCC_01525","KLCLGNMD_01965","LJFBHMDO_01884","FJKEEGCC_01686","LCKBFCAL_02068","GLGINFII_02307"
"group_2921","","Ribonuclease VapC15","7","7","1","16","29","","","","398","398","398","IABJFMEL_01697","FNKIIBCC_01734","KLCLGNMD_02172","LJFBHMDO_02116","FJKEEGCC_01807","LCKBFCAL_01741","GLGINFII_01768"
"ophA1","","Phthalate dioxygenase reductase","7","7","1","18","38","","","","1076","1076","1076","IABJFMEL_01303","FNKIIBCC_01193","KLCLGNMD_01654","LJFBHMDO_01413","FJKEEGCC_01220","LCKBFCAL_01924","GLGINFII_02006"
"group_2923","","hypothetical protein","7","7","1","1","240","","","","821","821","821","IABJFMEL_03279","FNKIIBCC_03282","KLCLGNMD_03357","LJFBHMDO_03249","FJKEEGCC_03258","LCKBFCAL_03500","GLGINFII_03484"
"group_2924","","hypothetical protein","7","7","1","4","22","","","","770","770","770","IABJFMEL_02990","FNKIIBCC_02972","KLCLGNMD_03177","LJFBHMDO_03058","FJKEEGCC_03470","LCKBFCAL_00871","GLGINFII_00497"
"cpo_3","","Non-heme chloroperoxidase","7","7","1","20","9","","","","971","971","971","IABJFMEL_01548","FNKIIBCC_01636","KLCLGNMD_01913","LJFBHMDO_01732","FJKEEGCC_01597","LCKBFCAL_02053","GLGINFII_02256"
"korA","","2-oxoglutarate oxidoreductase subunit KorA","7","7","1","5","33","","","","1961","1961","1961","IABJFMEL_01167","FNKIIBCC_00997","KLCLGNMD_01453","LJFBHMDO_01519","FJKEEGCC_00370","LCKBFCAL_02472","GLGINFII_01567"
"opuBB","","Choline transport system permease protein OpuBB","7","7","1","7","52","","","","689","689","689","IABJFMEL_00304","FNKIIBCC_00766","KLCLGNMD_00807","LJFBHMDO_00303","FJKEEGCC_00472","LCKBFCAL_00344","GLGINFII_00656"
"group_2928","","putative HTH-type transcriptional regulator","7","7","1","21","31","","","","641","641","641","IABJFMEL_01922","FNKIIBCC_02015","KLCLGNMD_02344","LJFBHMDO_02753","FJKEEGCC_02627","LCKBFCAL_02638","GLGINFII_02794"
"menG_2","","Demethylmenaquinone methyltransferase","7","7","1","1","191","","","","812","812","812","IABJFMEL_02744","FNKIIBCC_02676","KLCLGNMD_00033","LJFBHMDO_01061","FJKEEGCC_02611","LCKBFCAL_02864","GLGINFII_02696"
"group_2930","","Carotenoid cleavage oxygenase","7","7","1","1","385","","","","1505","1505","1505","IABJFMEL_01754","FNKIIBCC_01796","KLCLGNMD_00941","LJFBHMDO_02127","FJKEEGCC_01915","LCKBFCAL_00598","GLGINFII_00790"
"ddpX","","D-alanyl-D-alanine dipeptidase","7","7","1","1","190","","","","611","611","611","IABJFMEL_02743","FNKIIBCC_02675","KLCLGNMD_00034","LJFBHMDO_01060","FJKEEGCC_02612","LCKBFCAL_02863","GLGINFII_02695"
"hycG","","Formate hydrogenlyase subunit 7","7","7","1","11","64","","","","479","479","479","IABJFMEL_01895","FNKIIBCC_03011","KLCLGNMD_01752","LJFBHMDO_02363","FJKEEGCC_03056","LCKBFCAL_00905","GLGINFII_02101"
"group_2933","","Putative peroxiredoxin","7","7","1","2","238","","","","461","461","461","IABJFMEL_00906","FNKIIBCC_00878","KLCLGNMD_00268","LJFBHMDO_00952","FJKEEGCC_00849","LCKBFCAL_00119","GLGINFII_00220"
"rsfS","","Ribosomal silencing factor RsfS","7","7","1","38","24","","","","380","380","380","IABJFMEL_03071","FNKIIBCC_03089","KLCLGNMD_03265","LJFBHMDO_03103","FJKEEGCC_03132","LCKBFCAL_03353","GLGINFII_03724"
"group_2935","","hypothetical protein","7","7","1","1","314","","","","1694","1694","1694","IABJFMEL_02694","FNKIIBCC_02396","KLCLGNMD_02708","LJFBHMDO_01106","FJKEEGCC_02516","LCKBFCAL_02756","GLGINFII_01313"
"group_2936","","hypothetical protein","7","7","1","18","62","","","","419","419","419","IABJFMEL_01317","FNKIIBCC_01179","KLCLGNMD_01640","LJFBHMDO_01428","FJKEEGCC_01206","LCKBFCAL_01938","GLGINFII_02020"
"glpD1","","Glycerol-3-phosphate dehydrogenase 1","7","7","1","2","249","","","","1544","1544","1544","IABJFMEL_00917","FNKIIBCC_00889","KLCLGNMD_00279","LJFBHMDO_00963","FJKEEGCC_00838","LCKBFCAL_00108","GLGINFII_00231"
"group_2938","","hypothetical protein","7","7","1","2","70","","","","407","407","407","IABJFMEL_02238","FNKIIBCC_02449","KLCLGNMD_02595","LJFBHMDO_00453","FJKEEGCC_02369","LCKBFCAL_02698","GLGINFII_02868"
"group_2939","","hypothetical protein","7","7","1","12","58","","","","425","425","425","IABJFMEL_00727","FNKIIBCC_00674","KLCLGNMD_01369","LJFBHMDO_00746","FJKEEGCC_00774","LCKBFCAL_01050","GLGINFII_01246"
"group_2940","","hypothetical protein","7","7","1","37","1","","","","185","185","185","IABJFMEL_02738","FNKIIBCC_02670","KLCLGNMD_03055","LJFBHMDO_02926","FJKEEGCC_02804","LCKBFCAL_03082","GLGINFII_03181"
"group_2941","","PE-PGRS family protein PE_PGRS11","7","7","1","1","59","","","","710","710","710","IABJFMEL_00215","FNKIIBCC_03572","KLCLGNMD_03583","LJFBHMDO_03506","FJKEEGCC_00616","LCKBFCAL_02935","GLGINFII_03767"
"ubiE","","Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE","7","7","1","16","38","","","","689","689","689","IABJFMEL_01688","FNKIIBCC_01743","KLCLGNMD_02163","LJFBHMDO_02107","FJKEEGCC_01816","LCKBFCAL_01732","GLGINFII_01760"
"obg","","GTPase Obg","7","7","1","5","20","","","","1454","1454","1454","IABJFMEL_01154","FNKIIBCC_01010","KLCLGNMD_01440","LJFBHMDO_01506","FJKEEGCC_00383","LCKBFCAL_02459","GLGINFII_01554"
"group_2944","","hypothetical protein","7","7","1","5","12","","","","290","290","290","IABJFMEL_01146","FNKIIBCC_01018","KLCLGNMD_01432","LJFBHMDO_03890","FJKEEGCC_03857","LCKBFCAL_02451","GLGINFII_01546"
"group_2945","","hypothetical protein","7","7","1","11","41","","","","632","632","632","IABJFMEL_01849","FNKIIBCC_02818","KLCLGNMD_01798","LJFBHMDO_02317","FJKEEGCC_02897","LCKBFCAL_00951","GLGINFII_02147"
"mmgB","","putative 3-hydroxybutyryl-CoA dehydrogenase","7","7","1","15","43","","","","914","914","914","IABJFMEL_01402","FNKIIBCC_01399","KLCLGNMD_02433","LJFBHMDO_01825","FJKEEGCC_02137","LCKBFCAL_01296","GLGINFII_01418"
"group_2947","","hypothetical protein","7","7","1","4","39","","","","749","749","749","IABJFMEL_02800","FNKIIBCC_00514","KLCLGNMD_00396","LJFBHMDO_00593","FJKEEGCC_00724","LCKBFCAL_00854","GLGINFII_00480"
"group_2948","","hypothetical protein","7","7","1","65","1","","","","215","215","215","IABJFMEL_04078","FNKIIBCC_04078","KLCLGNMD_04076","LJFBHMDO_04075","FJKEEGCC_04069","LCKBFCAL_04075","GLGINFII_04072"
"rpsT","","30S ribosomal protein S20","7","7","1","38","16","","","","260","260","260","IABJFMEL_03079","FNKIIBCC_03097","KLCLGNMD_03257","LJFBHMDO_03095","FJKEEGCC_03140","LCKBFCAL_03361","GLGINFII_03732"
"group_2950","","hypothetical protein","7","7","1","36","18","","","","773","773","773","IABJFMEL_02935","FNKIIBCC_02946","KLCLGNMD_03138","LJFBHMDO_03011","FJKEEGCC_03031","LCKBFCAL_03281","GLGINFII_03341"
"group_2951","","hypothetical protein","7","7","1","9","78","","","","326","326","326","IABJFMEL_02891","FNKIIBCC_03729","KLCLGNMD_03113","LJFBHMDO_01044","FJKEEGCC_02879","LCKBFCAL_03126","GLGINFII_03222"
"group_2952","","putative oxidoreductase","7","7","1","5","140","","","","833","833","833","IABJFMEL_01095","FNKIIBCC_01609","KLCLGNMD_02027","LJFBHMDO_01970","FJKEEGCC_00296","LCKBFCAL_02130","GLGINFII_02355"
"group_2953","","hypothetical protein","7","7","1","17","26","","","","1127","1127","1127","IABJFMEL_01247","FNKIIBCC_01075","KLCLGNMD_01533","LJFBHMDO_03313","FJKEEGCC_03382","LCKBFCAL_01562","GLGINFII_01822"
"mch","","Beta-methylmalyl-CoA dehydratase","7","7","1","1","95","","","","1013","1013","1013","IABJFMEL_00195","FNKIIBCC_00210","KLCLGNMD_00138","LJFBHMDO_00064","FJKEEGCC_00099","LCKBFCAL_00527","GLGINFII_00100"
"group_2955","","hypothetical protein","7","7","1","33","16","","","","347","347","347","IABJFMEL_03793","FNKIIBCC_03822","KLCLGNMD_03907","LJFBHMDO_03792","FJKEEGCC_03795","LCKBFCAL_03917","GLGINFII_03687"
"group_2956","","hypothetical protein","7","7","1","56","3","","","","404","404","404","IABJFMEL_04036","FNKIIBCC_04044","KLCLGNMD_04050","LJFBHMDO_04047","FJKEEGCC_04021","LCKBFCAL_04036","GLGINFII_04036"
"group_2957","","Long-chain-fatty-acid--AMP ligase FadD30","7","7","1","4","156","","","","1205","1205","1205","IABJFMEL_00976","FNKIIBCC_00437","KLCLGNMD_00472","LJFBHMDO_00516","FJKEEGCC_00647","LCKBFCAL_01646","GLGINFII_00404"
"pspA_1","","Phosphoserine phosphatase 1","7","7","1","2","228","","","","1094","1094","1094","IABJFMEL_00895","FNKIIBCC_00867","KLCLGNMD_00257","LJFBHMDO_00941","FJKEEGCC_00860","LCKBFCAL_00130","GLGINFII_00209"
"ripA_1","","Peptidoglycan endopeptidase RipA","7","7","1","10","55","","","","692","692","692","IABJFMEL_00355","FNKIIBCC_00315","KLCLGNMD_01028","LJFBHMDO_01454","FJKEEGCC_01311","LCKBFCAL_00783","GLGINFII_00976"
"group_2960","","hypothetical protein","7","7","1","34","17","","","","713","713","713","IABJFMEL_03424","FNKIIBCC_02178","KLCLGNMD_02515","LJFBHMDO_02491","FJKEEGCC_02204","LCKBFCAL_02515","GLGINFII_02613"
"pstC2","","Phosphate transport system permease protein PstC 2","7","7","1","1","513","","","","974","974","974","IABJFMEL_00790","FNKIIBCC_00048","KLCLGNMD_00618","LJFBHMDO_00864","FJKEEGCC_00550","LCKBFCAL_01113","GLGINFII_01157"
"group_2962","","hypothetical protein","7","7","1","1","136","","","","1145","1145","1145","IABJFMEL_03192","FNKIIBCC_03195","KLCLGNMD_00183","LJFBHMDO_00019","FJKEEGCC_00144","LCKBFCAL_02279","GLGINFII_00145"
"murD","","UDP-N-acetylmuramoylalanine--D-glutamate ligase","7","7","1","27","26","","","","1469","1469","1469","IABJFMEL_02472","FNKIIBCC_03508","KLCLGNMD_03598","LJFBHMDO_03279","FJKEEGCC_03324","LCKBFCAL_03173","GLGINFII_03272"
"group_2964","","hypothetical protein","7","7","1","4","59","","","","278","278","278","IABJFMEL_02780","FNKIIBCC_00494","KLCLGNMD_00415","LJFBHMDO_00573","FJKEEGCC_00704","LCKBFCAL_00835","GLGINFII_00461"
"pra_1","","Proline-rich antigen ","7","7","1","1","9","","","","968","968","968","IABJFMEL_00151","FNKIIBCC_00167","KLCLGNMD_00094","LJFBHMDO_00107","FJKEEGCC_00056","LCKBFCAL_00483","GLGINFII_00056"
"group_2966","","hypothetical protein","7","7","1","5","113","","","","581","581","581","IABJFMEL_03720","FNKIIBCC_03786","KLCLGNMD_03848","LJFBHMDO_03760","FJKEEGCC_03732","LCKBFCAL_03861","GLGINFII_03856"
"lgrA","","Linear gramicidin synthase subunit A","7","7","1","1","43","","","","704","704","704","IABJFMEL_03341","FNKIIBCC_03344","KLCLGNMD_03441","LJFBHMDO_03379","FJKEEGCC_03360","LCKBFCAL_02951","GLGINFII_03509"
"cwlM","","N-acetylmuramoyl-L-alanine amidase CwlM","7","7","1","25","8","","","","1220","1220","1220","IABJFMEL_01798","FNKIIBCC_02288","KLCLGNMD_02219","LJFBHMDO_02185","FJKEEGCC_02360","LCKBFCAL_02219","GLGINFII_02468"
"group_2969","","hypothetical protein","7","7","1","1","78","","","","689","689","689","IABJFMEL_00179","FNKIIBCC_00194","KLCLGNMD_00121","LJFBHMDO_00080","FJKEEGCC_00083","LCKBFCAL_00510","GLGINFII_00083"
"group_2970","","hypothetical protein","7","7","1","1","8","","","","554","554","554","IABJFMEL_00152","FNKIIBCC_00168","KLCLGNMD_00095","LJFBHMDO_00106","FJKEEGCC_00057","LCKBFCAL_00484","GLGINFII_00057"
"group_2971","","PPE family protein PPE57","7","7","1","32","40","","","","440","440","440","IABJFMEL_04004","FNKIIBCC_03980","KLCLGNMD_02990","LJFBHMDO_02856","FJKEEGCC_04001","LCKBFCAL_03045","GLGINFII_03144"
"group_2972","","hypothetical protein","7","7","1","30","20","","","","1112","1112","1112","IABJFMEL_02498","FNKIIBCC_02507","KLCLGNMD_02817","LJFBHMDO_02686","FJKEEGCC_02558","LCKBFCAL_02838","GLGINFII_03010"
"group_2973","","hypothetical protein","7","7","1","39","3","","","","233","233","233","IABJFMEL_03970","FNKIIBCC_03962","KLCLGNMD_03986","LJFBHMDO_03977","FJKEEGCC_03965","LCKBFCAL_03976","GLGINFII_03586"
"group_2974","","hypothetical protein","7","7","1","16","5","","","","902","902","902","IABJFMEL_03512","FNKIIBCC_03579","KLCLGNMD_03666","LJFBHMDO_03590","FJKEEGCC_03571","LCKBFCAL_01661","GLGINFII_01689"
"cmaB","","Methoxy mycolic acid synthase MmaA3","7","7","1","1","396","","","","881","881","881","IABJFMEL_02006","FNKIIBCC_03808","KLCLGNMD_00952","LJFBHMDO_03824","FJKEEGCC_03864","LCKBFCAL_00609","GLGINFII_00801"
"rutA","","Pyrimidine monooxygenase RutA","7","7","1","1","502","","","","866","866","866","IABJFMEL_00779","FNKIIBCC_00037","KLCLGNMD_00629","LJFBHMDO_00875","FJKEEGCC_00539","LCKBFCAL_01102","GLGINFII_01168"
"group_2977","","hypothetical protein","7","7","1","20","17","","","","1271","1271","1271","IABJFMEL_01556","FNKIIBCC_01644","KLCLGNMD_01921","LJFBHMDO_01740","FJKEEGCC_01605","LCKBFCAL_02045","GLGINFII_02248"
"group_2978","","hypothetical protein","7","7","1","50","5","","","","185","185","185","IABJFMEL_03651","FNKIIBCC_03752","KLCLGNMD_03827","LJFBHMDO_03739","FJKEEGCC_03713","LCKBFCAL_03833","GLGINFII_03834"
"group_2979","","hypothetical protein","7","7","1","18","40","","","","134","134","134","IABJFMEL_01305","FNKIIBCC_01191","KLCLGNMD_01652","LJFBHMDO_01415","FJKEEGCC_01218","LCKBFCAL_01926","GLGINFII_02008"
"era","","GTPase Era","7","7","1","28","8","","","","929","929","929","IABJFMEL_01839","FNKIIBCC_01854","KLCLGNMD_02260","LJFBHMDO_02232","FJKEEGCC_01952","LCKBFCAL_02339","GLGINFII_02483"
"lipF_1","","Carboxylesterase LipF","7","7","1","28","26","","","","920","920","920","IABJFMEL_01818","FNKIIBCC_01875","KLCLGNMD_02239","LJFBHMDO_02252","FJKEEGCC_01932","LCKBFCAL_02318","GLGINFII_02503"
"group_2982","","Fluoroquinolones export ATP-binding protein","7","7","1","3","9","","","","905","905","905","IABJFMEL_03831","FNKIIBCC_01424","KLCLGNMD_01810","LJFBHMDO_00610","FJKEEGCC_01537","LCKBFCAL_01878","GLGINFII_02202"
"group_2983","","putative monooxygenase","7","7","1","1","553","","","","1529","1529","1529","IABJFMEL_00831","FNKIIBCC_00089","KLCLGNMD_00577","LJFBHMDO_00823","FJKEEGCC_00591","LCKBFCAL_01154","GLGINFII_01116"
"group_2984","","hypothetical protein","7","7","1","9","52","","","","587","587","587","IABJFMEL_02434","FNKIIBCC_02486","KLCLGNMD_02796","LJFBHMDO_01008","FJKEEGCC_01082","LCKBFCAL_02735","GLGINFII_02942"
"group_2985","","hypothetical protein","7","7","1","56","2","","","","257","257","257","IABJFMEL_04035","FNKIIBCC_04043","KLCLGNMD_04051","LJFBHMDO_04048","FJKEEGCC_04020","LCKBFCAL_04035","GLGINFII_04035"
"group_2986","","hypothetical protein","7","7","1","2","295","","","","242","242","242","IABJFMEL_00610","FNKIIBCC_00559","KLCLGNMD_00325","LJFBHMDO_01927","FJKEEGCC_01718","LCKBFCAL_00062","GLGINFII_00277"
"group_2987","","Putative threonylcarbamoyl-AMP synthase","7","7","1","8","64","","","","653","653","653","IABJFMEL_03123","FNKIIBCC_03125","KLCLGNMD_03339","LJFBHMDO_03190","FJKEEGCC_03168","LCKBFCAL_01490","GLGINFII_01524"
"oatA_2","","O-acetyltransferase OatA","7","7","1","8","14","","","","1151","1151","1151","IABJFMEL_01605","FNKIIBCC_01717","KLCLGNMD_02079","LJFBHMDO_02046","FJKEEGCC_01789","LCKBFCAL_01439","GLGINFII_01473"
"dapD","","2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase","7","7","1","3","125","","","","986","986","986","IABJFMEL_03637","FNKIIBCC_03705","KLCLGNMD_02682","LJFBHMDO_00703","FJKEEGCC_03665","LCKBFCAL_03819","GLGINFII_01603"
"group_2990","","hypothetical protein","7","7","1","41","8","","","","494","494","494","IABJFMEL_03701","FNKIIBCC_03317","KLCLGNMD_03430","LJFBHMDO_03341","FJKEEGCC_03299","LCKBFCAL_03513","GLGINFII_03520"
"bioF1","","8-amino-7-oxononanoate synthase 1","7","7","1","10","52","","","","1160","1160","1160","IABJFMEL_00352","FNKIIBCC_00312","KLCLGNMD_01025","LJFBHMDO_01451","FJKEEGCC_01308","LCKBFCAL_00786","GLGINFII_00979"
"lprB","","Putative lipoprotein LprB","7","7","1","8","36","","","","557","557","557","IABJFMEL_01626","FNKIIBCC_01696","KLCLGNMD_02101","LJFBHMDO_02025","FJKEEGCC_01768","LCKBFCAL_01461","GLGINFII_01495"
"pknJ","","Serine/threonine-protein kinase PknJ","7","7","1","14","50","","","","1769","1769","1769","IABJFMEL_02357","FNKIIBCC_01926","KLCLGNMD_02839","LJFBHMDO_02274","FJKEEGCC_02416","LCKBFCAL_02898","GLGINFII_02411"
"group_2994","","Antitoxin VapB41","7","7","1","41","12","","","","287","287","287","IABJFMEL_03705","FNKIIBCC_03313","KLCLGNMD_03426","LJFBHMDO_03345","FJKEEGCC_03303","LCKBFCAL_03517","GLGINFII_03524"
"dorA","","Dimethyl sulfoxide/trimethylamine N-oxide reductase","7","7","1","6","90","","","","2300","2300","2300","IABJFMEL_03742","FNKIIBCC_03810","KLCLGNMD_03870","LJFBHMDO_03822","FJKEEGCC_03787","LCKBFCAL_01185","GLGINFII_03640"
"group_2996","","putative HTH-type transcriptional regulator","7","7","1","1","74","","","","584","584","584","IABJFMEL_00175","FNKIIBCC_00190","KLCLGNMD_00117","LJFBHMDO_00084","FJKEEGCC_00079","LCKBFCAL_00506","GLGINFII_00079"
